"name","detail_link","registration_id","address","business_status"
"4LegalLeads","/online/DatabrokerInquire/DataBrokerInformation?businessID=411882","0411882","6300 N. Wickham Rd Suite 130, #135, Melbourne, FL, 32940, USA","Expired"
"Amerilist Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=411989","0411989","40 Ramland Rd So, Ste 203b, Orangeburg, NY, 10962, USA","Expired"
"CDK Global, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=412112","0412112","1950 Hassell Road, Hoffman Estates, IL, 60169, USA","Active"
"Digital Media Solutions LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=412125","0412125","4800 140th Ave N  Ste 101, Clearwater, FL, 33762, USA","Expired"
"HealthWise Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=412198","0412198","300 Colonial Center Pkwy., Suite 100, Roswell, GA, 30076 - 4892, USA","Active"
"Mogean, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=412200","0412200","1441 Woodmont Ln NW STE 1100, Atlanta, GA, 30318, USA","Expired"
"LiveRamp, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=412658","0412658","225 Bush Street, 17th Floor, San Francisco, CA, 94104, USA","Active"
"Enformion, LLC., and its subsidiaries and affiliates","/online/DatabrokerInquire/DataBrokerInformation?businessID=412936","0412936","1915 21st St, Sacramaneto, CA, 95811, USA","Cancelled"
"Nuwber Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=413058","0413058","901 N. Pitt St., STE 325, Alexandria, VA, 22314, USA","Expired"
"Xactus, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=413202","0413202","370 Reed Road, Broomall, PA, 19008, USA","Expired"
"Salutary Data LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=413448","0413448","29 Locust Ave, lexington, MA, 02421, USA","Expired"
"Birchwood Credit Services Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=413585","0413585","2617 White Mountain Highway 2nd Floor, PO BOX 436, North Conway, NH, 03860, USA","Expired"
"Lead Intelligence, Inc. d/b/a Jornaya","/online/DatabrokerInquire/DataBrokerInformation?businessID=413699","0413699","1001 E. Hector Street, Suite 230, Conshohocken, PA, 19428, USA","Expired"
"ACUTRAQ Background Screening, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=413705","0413705","2129 N. Center, Suite C, Fayetteville, AR, 72701, USA","Expired"
"Boardroom Insiders, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=413838","0413838","Hippodrome, 1120 Avenue of Americas, New York, NY, 10036, USA","Expired"
"BoardEx LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=413841","0413841","Hippodrome, 1120 Ave of Americas, New York, NY, 10036, USA","Expired"
"Relationship Science","/online/DatabrokerInquire/DataBrokerInformation?businessID=413844","0413844","Hippodrome, 1120 Avenue of Americas, New York, NY, 10036, USA","Expired"
"Wealth-X","/online/DatabrokerInquire/DataBrokerInformation?businessID=413846","0413846","Hippodrome, 1120 Avenue of Americas, New York, NY, 10036, USA","Expired"
"Data Management LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=413891","0413891","2701 N. Dallas Parkway, Suite 650, Plano, TX, 75093, USA","Expired"
"Redi-Data Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=414084","0414084","107 Little Falls Rd, Fairfield, NJ, 07004, USA","Expired"
"Credit Bureau of Council Bluffs, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=414205","0414205","225 South Main Street, Council Bluffs, IA, 51503, USA","Expired"
"MFI Credit Solutions","/online/DatabrokerInquire/DataBrokerInformation?businessID=414358","0414358","14701 ST MARY'S LANE #150, HOUSTON, TX, 77079, USA","Expired"
"United One Resources, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=414661","0414661","280 N. Sherman St., Wilkes-Barre, PA, 18702, USA","Expired"
"Advantage Credit, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=415010","0415010","32065 castle court, suite 300, evergreen, VT, 80439, USA","Expired"
"SMA COMMUNICATIONS LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=415021","0415021","6853 SW 18th Street, Suite M-200, Boca Raton, FL, 33433, USA","Expired"
"Realeflow LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=415357","0415357","6659 Pearl Road, Suite 301, Parma Heights, OH, 44130, USA","Expired"
"Trestle Solutions Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=415696","0415696","12819 SE 38th st #263, Bellevue, WA, 98006, USA","Expired"
"Anteriad, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=415813","0415813","2 International Drive, Rye Brook, NY, 10573, USA","Expired"
"RevenueBase Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=415891","0415891","280 Moody St., Waltham, MA, 02453, USA","Expired"
"BrigthSwipe Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=416161","0416161","1451 W Cypress Creek Rd Ste 300, Suite 300, Fort Lauderdale, FL, 33309, USA","Expired"
"Service 1st Information Solutions LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=417193","0417193","245 Bellevue Ave., Hammonton, NJ, 08037, USA","Expired"
"Deluxe Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=417480","0417480","801 S Marquette Avenue, Minneapolis, MN, 55402, USA","Expired"
"Verse Gaming","/online/DatabrokerInquire/DataBrokerInformation?businessID=417551","0417551","413 w 48th st, unit 1fw, New York, NY, 10036, USA","Expired"
"Dataline, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=417875","0417875","506 Carnegie Center Drive, Suite 105, Princeton, NJ, 08540, USA","Expired"
"Outward Media, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=417957","0417957","9229 Sunset Blvd. Suite 410, West Hollywood, CA, 90069, USA","Expired"
"Exact Customer","/online/DatabrokerInquire/DataBrokerInformation?businessID=418408","0418408","16 Division St. W, Greenwich, NY, 06830 - 1156, USA","Expired"
"ROI Direct Marketing","/online/DatabrokerInquire/DataBrokerInformation?businessID=419015","0419015","2395 halyard dr, merrick, NY, 11566 - 1156, USA","Expired"
"Steven Jacoby","/online/DatabrokerInquire/DataBrokerInformation?businessID=419016","0419016","2395 halyard drive, Merrick, NY, 11566, USA","Expired"
"Solar Experts","/online/DatabrokerInquire/DataBrokerInformation?businessID=419048","0419048","2395 halyard drive, merrick, NY, 11566 - 1156, USA","Expired"
"Atlantic Fox Technologies, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=419238","0419238","1 Hewitt Square, Suite 108, East Northport, NY, 11731, USA","Expired"
"SafeRent Solutions, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=419681","0419681","4600 Regent Blvd Ste 150, Irving, TX, 75063, USA","Expired"
"33 Mile Radius, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=420073","0420073","Block B - Bridge Park Development, 6555 Longshore St., Dublin, OH, 43017, USA","Expired"
"Keyword Connects LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=420075","0420075","Block B - Bridge Park Development, 6555 Longshore St., Dublin, OH, 43017, USA","Expired"
"Remodeling.com, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=420076","0420076","Block B - Bridge Park Development, 6555 Longshore St., Dublin, OH, 43017, USA","Expired"
"ModFx Labs Private Limited","/online/DatabrokerInquire/DataBrokerInformation?businessID=420181","0420181","1123A, JMD Megapolis, Sector 48, Gurgaon, Haryana, 122018, IND","Expired"
"Chex Systems, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420255","0420255","7805 Hudson Road, Suite 100, Woodbury, MN, 55125, USA","Expired"
"Buildertrend Solutions, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420326","0420326","11818 I Street, Omaha, NE, 68137, USA","Active"
"DealerX Partners, llc","/online/DatabrokerInquire/DataBrokerInformation?businessID=420606","0420606","105 Reef Lane, Key Biscayne, FL, 33149, USA","Expired"
"Atlantic Fox Technologies, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420703","0420703","1 Hewitt Square, Suite 108, East Northport, NY, 11731, USA","Active"
"Data Partners Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420800","0420800","12857 Banyan Creek Dr., Fort Myers, FL, 33908, USA","Active"
"Enformion, LLC, and its subsidiaries and affiliates","/online/DatabrokerInquire/DataBrokerInformation?businessID=420842","0420842","1915 21st St, Sacramento, CA, 95811, USA","Active"
"Giant Partners, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420843","0420843","1461 Lawrence Dr., Thousand Oaks, CA, 91320, USA","Active"
"M1 Data & Analytics, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=420844","0420844","1000 NW 65th St, Suite 200, Fort Lauderdale, FL, 33309, USA","Active"
"Edvisors Network, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420885","0420885","350 S. Rampart Blvd., Suite 200, Las Vegas, NV, 89145, USA","Active"
"Onemata Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=420933","0420933","2420 West 26th Avenue, Suite 500D, Denver, CO, 80211, USA","Active"
"Speedeon Data LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=420935","0420935","5875 Landerbrook Drive, Suite 130, Cleveland, OH, 44124, USA","Active"
"Specialists Marketing Services, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420942","0420942","250 Pehle Ave, Suite 200, Saddle Brook, NJ, 07663, USA","Active"
"Media Resource Group, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=420944","0420944","2 Depot Plaza, Suite 401, Bedford Hills, NY, 10507, USA","Active"
"Pipl, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=420947","0420947","510 S Clearwater Loop, Suite 100, Post Falls, ID, 83854, USA","Active"
"Martin Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=420998","0420998","735 Taylor Rd, Suite 220, Gahanna, OH, 43230, USA","Active"
"Labels and Lists","/online/DatabrokerInquire/DataBrokerInformation?businessID=421030","0421030","18912 N CREEK PKWY BLDG A, STE 201, BOTHELL, WA, 98011, USA","Active"
"ZoomInfo Technologies LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421233","0421233","805 Broadway Street, Suite 900, Vancouver, WA, 98660, USA","Active"
"Datanyze","/online/DatabrokerInquire/DataBrokerInformation?businessID=421234","0421234","2530 Meridian Parkway Suite 300, Attn Privacy, Durham, NC, 27713, USA","Active"
"Clickagy","/online/DatabrokerInquire/DataBrokerInformation?businessID=421236","0421236","805 Broadway, Suite 900, Attn Privacy, Vancouver, WA, 98660, USA","Active"
"Foursquare Labs, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=421252","0421252","50 W 23rd Street, New York, NY, 10010, USA","Active"
"Blackbaud, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421253","0421253","65 Fairchild St., Charleston, SC, 29492, USA","Active"
"TechTarget, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421254","0421254","275 Grove St, 1, Newton, MA, 02466, USA","Active"
"Skipsmasher, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421319","0421319","PO Box 891329, Temecula, CA, 92589, USA","Cancelled"
"The Open Data People, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421320","0421320","PO Box 890370, Temecula, CA, 92589, USA","Active"
"Wiland, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421375","0421375","7420 E. Dry Creek Parkway, Niwot, CO, 80503, USA","Active"
"DatabaseUSA.com LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421446","0421446","11211 John Galt Blvd, Omaha, NE, 68137, USA","Active"
"Adstra LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421456","0421456","750 College Road East, Suite 201, Princeton, NJ, 08540, USA","Active"
"Intalytics, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421557","0421557","38695 Seven Mile Rd, Suite 105, Livonia, MI, 48152, USA","Active"
"eSite Analytics, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421558","0421558","528 Johnnie Dodds Blvd, Ste 201, Mt Pleasant, SC, 29464, USA","Active"
"HomeData","/online/DatabrokerInquire/DataBrokerInformation?businessID=421559","0421559","7120 185TH AVE NE, Redmond, WA, 98052, USA","Active"
"Compact Information Systems, LLC d/b/a Deep Sync","/online/DatabrokerInquire/DataBrokerInformation?businessID=421570","0421570","7120 185TH AVE NE, Redmond, WA, 98052, USA","Active"
"Simio Cloud, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421596","0421596","10155 Westmoor Drive, Bldg 3; Suite 135, Westminster, CO, 80021, USA","Active"
"First American Data Tree LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421600","0421600","4 First American Way, Santa Ana, CA, 92707, USA","Active"
"Credit Bureau of Council Bluff","/online/DatabrokerInquire/DataBrokerInformation?businessID=421613","0421613","225 So Main st, Council Bluffs, IA, 51503, USA","Active"
"PeopleFinders, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421624","0421624","548 Market St, Suite 29296, San Francisco, CA, 94104, USA","Active"
"Property Reach, LP","/online/DatabrokerInquire/DataBrokerInformation?businessID=421627","0421627","750 N Saint Paul St STE 250, PMB 75659, Dallas, TX, 75201, USA","Active"
"Project Applecart LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421631","0421631","234 W 39th Street, New York, NY, 10018, USA","Active"
"Freemium Data Services, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421638","0421638","228 Park Ave S, PMB 40727, New York, NY, 10003 - 1502, USA","Active"
"Salutary Data LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421644","0421644","29 Locust Ave, lexington, MA, 02421, USA","Active"
"SciLeads Ltd","/online/DatabrokerInquire/DataBrokerInformation?businessID=421688","0421688","Arnott House, Belfast, NI, BT1 1LU, GBR","Active"
"Digital Media Solutions LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=421710","0421710","4800 140th Ave N #101, Clearwater, FL, 33762, USA","Active"
"Leidos Digital Solutions, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421738","0421738","6909 Metro Park Drive, 6909 Metro Park Drive, Alexandria, VA, 22310, USA","Active"
"Share Local Media","/online/DatabrokerInquire/DataBrokerInformation?businessID=421739","0421739","40 Exchange Place, Suite 900, New York, NY, 10005, USA","Active"
"ACH, Address Clearing House","/online/DatabrokerInquire/DataBrokerInformation?businessID=421744","0421744","16192 Coastal Highway, Lews, DE, 19958, USA","Active"
"J.D. Power","/online/DatabrokerInquire/DataBrokerInformation?businessID=421750","0421750","320 East Big Beaver Road, Suite 500, Troy, MI, 48083, USA","Active"
"Accenture LLP","/online/DatabrokerInquire/DataBrokerInformation?businessID=421807","0421807","500 W Madison Street, 20th Floor, Chicago, IL, 60661, USA","Active"
"ExlService.com, LLC.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421812","0421812","24 Arnett Ave, Suite 100, Lambertville, NJ, 08530, USA","Active"
"Strata Company","/online/DatabrokerInquire/DataBrokerInformation?businessID=421820","0421820","1000 E Hector St, STE 100, Conshohocken, PA, 19031, USA","Active"
"Nuwber Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=421827","0421827","700 N Fairfax street,  Suite 614, Alexandria, VA, 22314, USA","Active"
"Worldpay, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422033","0422033","8500 Governors Hill Dr, Symmes Twp, OH, 45249, USA","Active"
"eFunds Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=422036","0422036","601 Riverside Ave, Jacksonville, FL, 32204, USA","Active"
"Kochava Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422059","0422059","201 Church St., Sandpoint, ID, 83864, USA","Cancelled"
"ISO Services Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=422062","0422062","545 Washington Blvd., Jersey City, NJ, 07310, USA","Active"
"MCH Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422063","0422063","601 E Marshall St, PO Box 295, Sweet Springs, MO, 65351, USA","Active"
"Melissa Data Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=422064","0422064","22382 Avenida Empresa, Rancho Santa Margarita, CA, 92688, USA","Active"
"ISO Claims Services, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422065","0422065","1574 Crescent Pointe, College Station, TX, 77845, USA","Active"
"Insurance Services Office, Inc. (“ISO”)","/online/DatabrokerInquire/DataBrokerInformation?businessID=422066","0422066","545 Washington Blvd, Jersey City, NJ, 07310, USA","Active"
"Quality Planning Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=422067","0422067","388 Market Street, # 750, San Francisco, CA, 94111, USA","Active"
"Data Driven Safety, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422068","0422068","9525 Birkdale Crossing Drive, Suite 300, Huntersville, NC, 28078, USA","Active"
"Near North America","/online/DatabrokerInquire/DataBrokerInformation?businessID=422069","0422069","100 W WALNUT ST, 4TH FLOOR POD A4, PASADENA, CA, 91124, USA","Active"
"Near Intelligence Holdings, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=422070","0422070","100 W WALNUT ST, 4TH FLOOR POD A4, PASADENA, CA, 91124, USA","Active"
"Near Intelligence PTE. LTD","/online/DatabrokerInquire/DataBrokerInformation?businessID=422071","0422071","160 Robinson Road, #20-03 SBF Center, Singapore, CA, Singapore, 068914, SGP","Active"
"R. L. Polk & Co.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422091","0422091","26533 Evergreen, Ste. 1100, Southfield, MI, 48076, USA","Active"
"Spokeo, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422100","0422100","199 S. Los Robles Ave Ste 711, Pasadena, CA, 91101, USA","Active"
"Mogean, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=422102","0422102","1441 Woodmont Ln NW, STE 1100, Atlanta, GA, 30318, USA","Active"
"Infutor Data Solutions","/online/DatabrokerInquire/DataBrokerInformation?businessID=422119","0422119","18W140 Butterfield Rd, Suite 400, Oakbrook Terrace, IL, 60181, USA","Active"
"Lead Intelligence, Inc. d/b/a Jornaya","/online/DatabrokerInquire/DataBrokerInformation?businessID=422126","0422126","1001 E. Hector Street, Suite 230, Conshohocken, PA, 19428, USA","Active"
"Anchor Computer, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422176","0422176","1300 Walt Whitman Rd., Suite 103, Melville, NY, 11747 - 3064, USA","Active"
"Amerilist Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=422199","0422199","40 Ramland Rd So, Ste 203b, Orangeburg, NY, 10962, USA","Active"
"AutoWeb, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422240","0422240","1820 Bonanza Street, Suite 100, Walnut Creek, CA, 94596, USA","Active"
"Merkle Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422315","0422315","7001 Columbia Gateway Drive, Columbia, MD, 21046, USA","Active"
"Bridg, a division of Cardlytics, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422350","0422350","1849 Sawtelle Blvd, Suite 700, Los Angeles, CA, 90025, USA","Active"
"Riv Data Corp dba Carpe Data","/online/DatabrokerInquire/DataBrokerInformation?businessID=422353","0422353","735 State Street, Suite 600, Santa Barbara, CA, 93101, USA","Active"
"Interactive Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422418","0422418","2650 N Military Trail, Suite 300, Boca Raton, FL, 33431, USA","Active"
"FOREWARN, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422423","0422423","2650 N Military Trail, Suite 300, Boca Raton, FL, 33431, USA","Active"
"Demandbase","/online/DatabrokerInquire/DataBrokerInformation?businessID=422425","0422425","680 Folsom, Suite 400, San Francisco, CA, 94107, USA","Active"
"Deluxe Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=422432","0422432","801 S Marquette Ave., Minneapolis, MN, 55402, USA","Active"
"Seamless Contacts, Inc. d/b/a Seamless.AI","/online/DatabrokerInquire/DataBrokerInformation?businessID=422437","0422437","7652 Sawmill Road, Suite 341, Dublin, OH, 43016, USA","Active"
"Equifax Workforce Solutions LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422452","0422452","1550 Peachtree Street, NW, Atlanta, GA, 30309, USA","Active"
"Equifax Information Services LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422453","0422453","1550 Peachtree Street, N.W., Atlanta, GA, 30309, USA","Active"
"IQVIA Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422457","0422457","100 IMS Drive, Parsippany, NJ, 07054, USA","Active"
"Fraiser LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422458","0422458","200 Spectrum Center Dr Suite 300, Irvine, CA, 92618, USA","Active"
"DataX, Ltd.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422465","0422465","1550 Peachtree Street, N.W., Atlanta, GA, 30309, USA","Active"
"Saha Ventures LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422466","0422466","736 State St #3, San Jose, CA, 95110, USA","Active"
"Equifax Data Services LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422510","0422510","1550 Peachtree Street, N.W., Atlanta, GA, 30309, USA","Active"
"Partners Credit and Verification Solutions","/online/DatabrokerInquire/DataBrokerInformation?businessID=422514","0422514","55 W. Monroe, Suite 1655, Chicago, IL, 60603, USA","Active"
"APIHub, Inc dba Clearbit","/online/DatabrokerInquire/DataBrokerInformation?businessID=422516","0422516","548 Market St, #95879, San Francisco, CA, 94104 - 5401, USA","Active"
"Automation Research, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=422529","0422529","250 E. Broad Street, Columbus, OH, 43215, USA","Active"
"Findem Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=422541","0422541","702 Marshall Street, Suite 520, Redwood City, CA, 94063, USA","Active"
"Social Catfish LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422627","0422627","38770 Sky Canyon Dr, STE A, Murrieta, CA, 92563, USA","Active"
"Neustar, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=422672","0422672","1906 Reston Metro Plaza, Suite 500, Reston, VA, 20190, USA","Active"
"People Data Labs","/online/DatabrokerInquire/DataBrokerInformation?businessID=422678","0422678","455 Market Street,, suite 1670, San Francisco, CA, 94105, USA","Active"
"Choreograph LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=422957","0422957","175 Greenwich Street, New York, NY, 10007, USA","Active"
"New Strata Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=423285","0423285","1820 Bonanza Street, Walnut Creek,, CA, 94596, USA","Active"
"TransUnion","/online/DatabrokerInquire/DataBrokerInformation?businessID=423416","0423416","555 W Adams St, Chicago, IL, 60661, USA","Active"
"FullContact, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=423417","0423417","1580 N. Logan St., Suite 660 PMB 45057, Denver, CO, 80203, USA","Active"
"AdAdapted Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=423497","0423497","206 East Huron Street, Suite #101, Ann Arbor, MI, 48104, USA","Active"
"DrivenIQ Corp","/online/DatabrokerInquire/DataBrokerInformation?businessID=423618","0423618","722 Dulaney Valley Rd, Suite #322, Towson, MD, 21284, USA","Active"
"Warmly Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=423717","0423717","50 S Eudora St, Denver, CO, 80246, USA","Active"
"SMA Communications Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=423954","0423954","6853 SW 18th Street, Suite M 200, Boca Raton, FL, 33433, USA","Active"
"Preferred Communications","/online/DatabrokerInquire/DataBrokerInformation?businessID=423970","0423970","1408 Barton Creek Blvd, Austin, TX, 78735, USA","Active"
"Catalist, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=424066","0424066","1310 L ST NW STE 500, Washington, DC, 20005, USA","Active"
"West Publishing Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=424165","0424165","610 Opperman Dr, Eagan, MN, 55123, USA","Active"
"Nexxa Group","/online/DatabrokerInquire/DataBrokerInformation?businessID=424193","0424193","15841 Portofino Springs Blvd, 107, Fort Myers, FL, 33908, USA","Active"
"PublicNSA LLC dba BIGDBM","/online/DatabrokerInquire/DataBrokerInformation?businessID=424204","0424204","9499 Collins Ave, Apt 509, Surfside, FL, 33154, USA","Active"
"5x5 US, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=424471","0424471","1800 W. 4th St., Austin, TX, 78702, USA","Active"
"Buyerlink Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=424726","0424726","1820 Bonanza Street, Walnut Creek, CA, 94596, USA","Active"
"CDK Global, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=425122","0425122","1950 Hassell Road, Hoffman Estates, IL, 60169, USA","Active"
"Cuebiq","/online/DatabrokerInquire/DataBrokerInformation?businessID=425239","0425239","1460 Broadway, New York, NY, 10036, USA","Active"
"Meltwater News US Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=425381","0425381","555 Twin Dolphin Dr #165, Redwood City, CA, 94065, USA","Active"
"The Alesco Group, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=425555","0425555","4575 Via Royale #110, Ft Myers, FL, 33919, USA","Active"
"Data Facts, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=425656","0425656","8000 Centerview Pkwy, Suite 400, Cordova, TN, 38018, USA","Active"
"L.S Mobile Apps Holdings Ltd","/online/DatabrokerInquire/DataBrokerInformation?businessID=425661","0425661","132 Derech Menachem Begin, Tel-Aviv, Israel, 6701101, ISR","Active"
"Structure","/online/DatabrokerInquire/DataBrokerInformation?businessID=425951","0425951","1041 N Dupont Hwy, #1047, Dover, DE, 19901, USA","Active"
"The Bridge Corp","/online/DatabrokerInquire/DataBrokerInformation?businessID=426286","0426286","140 E Ridgewood Ave, Suite 415, South Tower, Paramus, NJ, 07652, USA","Active"
"Civitech","/online/DatabrokerInquire/DataBrokerInformation?businessID=426292","0426292","21750 HARDY OAK BLVD STE 104 PMB 69457, San Antonio, TX, 78258, USA","Active"
"FourthWall Media, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=426612","0426612","45925 Horseshoe Drive, Suite 100, Dulles, VA, 20166, USA","Active"
"SheerID, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=426884","0426884","1300 SW 5th Avenue, Suite 2100, Portland, OR, 97201, USA","Active"
"DealerX Partners, llc","/online/DatabrokerInquire/DataBrokerInformation?businessID=427651","0427651","105 Reef Lane, Key Bisacyne, FL, 33149, USA","Active"
"PrivCo Media LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=428018","0428018","149 East 23rd Street, #1904, New York, NY, 10010, USA","Active"
"Guidestar Direct, Corp.","/online/DatabrokerInquire/DataBrokerInformation?businessID=428147","0428147","10 Hughes Suite A201, Irvine, CA, 92618, USA","Active"
"ATTOM Data Solutions LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=428208","0428208","530 Technology Drive, Suite 100 & 200, Irvine, CA, 92618, USA","Active"
"Crosswalk Technologies Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=429070","0429070","31 Hudson Yards, 11th floor, New York, NY, 10001, USA","Active"
"Windfall Data, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=429460","0429460","595 Pacific Ave, Fl 4, San Francisco, CA, 94133, USA","Active"
"Semasio GmbH","/online/DatabrokerInquire/DataBrokerInformation?businessID=429585","0429585","Hohe Bleichen 15, Hamburg, Hamburg, 20354, DEU","Active"
